	rH_B	rH_A	Deg_Comp3	Deg_Fans	Deg_Comp1	AppPower_Fans	T_evap_P4_C3	T_disch_C2	T_disch_C3	Current_FBRL	T_air_out_right	Deg_FBRL	T_water_in	p_liquid_C1	p_liquid_C2	p_liquid_C3	Current_Fans	T_amb_AVG_A	ReactPower_FBRL	T_evap_P3_C3	T_evap_P3_C2	T_evap_P3_C1	T_water_out_C3	T_water_out_C2	T_w_cond_out	Deg_Comp2	T_cond_in_C3	T_cond_in_C2	T_cond_in_C1	T_SC_C2	T_SC_C3	T_SC_C1	Voltage_Lights	T_Product_3.3	T_Product_3.2	T_Product_3.5	T_Product_3.4	T_Product_3.6	T_evap_P4_C2	T_amb_AVG_B	T_disch_C1	PF_Lights	Current_Comp1	Current_Comp2	T_evap_P4_C1	ReactPower_Fans	T_cond_C3	Voltage_Total	T_air_in_right	T_air_out_left	Ta_A	Ta_B	PF_FBRL	AppPower_Total	Current_Comp3	ReactPower_Lights	AppPower_FBRL	Current_Total	AppPower_Comp1	T_air_in_left	AppPower_Comp3	T_Product_2.4	T_Product_2.5	T_Product_2.6	T_Product_2.1	T_Product_2.2	T_Product_2.3	T_evap_P5_C1	T_evap_P5_C3	T_evap_P5_C2	T_Product_1.3	T_Product_1.2	T_Product_1.1	AppPower_Comp2	T_Product_1.5	Power_Total	PF_Comp1	PF_Comp2	PF_Comp3	T_evap_out_C3	T_evap_out_C2	p_amb_A	T_evap_out_C1	Power_Fans	V_dot_w	p_disch_C1	p_disch_C2	p_disch_C3	T_evap_C1	T_evap_C2	T_evap_C3	T_SH_C3	T_SH_C2	T_SH_C1	T_Product_4.2	T_Product_4.3	T_liquid_C2	T_Product_4.1	T_Product_4.6	Power_FBRL	T_Product_4.5	Voltage_Comp1	Voltage_Comp3	Voltage_Comp2	Voltage_Fans	Current_Lights	ReactPower_Comp2	ReactPower_Comp3	T_water_out_C1	ReactPower_Comp1	T_evap_P2_C1	T_evap_P2_C2	T_evap_P2_C3	T_cond_C2	Power_Lights	T_cond_C1	Power_Comp2	Power_Comp3	Power_Comp1	T_w_cond_in	PF_Total	T_Product_1.6	Deg_Lights	T_evap_in_C1	T_evap_in_C3	T_evap_in_C2	T_air_out_mid	T_Product_1.4	Voltage_Fans_Boards_Relay_Light	T_Product_3.1	T_liquid_C1	p_evap_out_C3	p_evap_out_C2	p_evap_out_C1	T_liquid_C3	P_A	T_air_in_mid	ReactPower_Total	p_evap_in_C1	p_evap_in_C3	p_evap_in_C2	T_Product_4.4	PF_Fans	T_evap_P1_C1	T_evap_P1_C3	T_evap_P1_C2	AppPower_Lights	h_cond_in_C1	h_vap,sat_HP_C1	h_vap,sat_LP_C1	h_liq,sat_LP_C1	h_liq,sat_HP_C1	h_cond_out_C1	h_evap_out_C1	h_disch_C1	Q_desh_C1	%_desh_C1	m_dot_C1	T_w_pinch_C1	dT_pinch_C1	Q_cond_w_C1	Q_evap_C1	x_cond_out_C1	x_evap,in_C1	T_vap,sat_HP_C1	T_sat_liqline_C1	T_sat_evap_in_C1	T_sat_evap_out_C1	dT_SH_C1	dT_SC_C1	dT_cond_C1	dT_evap_C1	dT_glide_C1	h_cond_in_C2	h_vap,sat_HP_C2	h_vap,sat_LP_C2	h_liq,sat_LP_C2	h_liq,sat_HP_C2	h_cond_out_C2	h_evap_out_C2	h_disch_C2	Q_desh_C2	%_desh_C2	m_dot_C2	T_w_pinch_C2	dT_pinch_C2	Q_cond_w_C2	Q_evap_C2	x_cond_out_C2	x_evap,in_C2	T_vap,sat_HP_C2	T_sat_liqline_C2	T_sat_evap_in_C2	T_sat_evap_out_C2	dT_SH_C2	dT_SC_C2	dT_cond_C2	dT_evap_C2	dT_glide_C2	h_cond_in_C3	h_vap,sat_HP_C3	h_vap,sat_LP_C3	h_liq,sat_LP_C3	h_liq,sat_HP_C3	h_cond_out_C3	h_evap_out_C3	h_disch_C3	Q_desh_C3	%_desh_C3	m_dot_C3	T_w_pinch_C3	dT_pinch_C3	Q_cond_w_C3	Q_evap_C3	x_cond_out_C3	x_evap,in_C3	T_vap,sat_HP_C3	T_sat_liqline_C3	T_sat_evap_in_C3	T_sat_evap_out_C3	dT_SH_C3	dT_SC_C3	dT_cond_C3	dT_evap_C3	dT_glide_C3	dT_air_in/out_left	dT_air_in/out_mid	dT_air_in/out_right	T_avg_air_in	T_avg_air_out	dT_avg_in/out	Q_evap_tot	COP	Power_Comps	m_dot_w
618			36.07E+00	61.48E+00	32.16E+00	148.14E+00	265.317662	340.187094	340.722298	365.09E-03	274.686947	-25.24E+00	303.143646	10.583658	10.773685	10.628224	632.46E-03		-36.483E+00	266.231859	266.433089	266.820893	307.871851	308.019043		40.56E+00	339.527066	337.498819	334.105739	272.433731	272.460365	272.174448	234.32E+00	276.164826	281.81739	280.372874	278.397646	283.943591	265.363823		338.672151	0.9224E+00	4.7423E+00	4.7152E+00	266.042305	130.17E+00	306.220393	234.08E+00	284.64508	272.322512			0.9045E+00	3.1746E+03	4.1035E+00	-27.120E+00	85.564E+00	4.5204E+00	1.1114E+03	281.433944	959.24E+00	279.059058	279.021775	282.711174	275.238469	280.552094	275.925546	264.858642	264.354887	264.382587	274.188633	277.651598	273.750398	1.1040E+03	277.034352	2.5550E+03	0.8466E+00	0.7597E+00	0.8083E+00	272.716856	272.017312		272.171583	70.719E+00		11.123651	11.293684	11.140783	264.359181	263.674175	263.747613	282.119243	281.493137	280.962402	282.001612	277.909496	307.452819	276.606629	284.116113	77.396E+00	280.951288	234.37E+00	233.76E+00	234.12E+00	234.22E+00	299.68E-03	717.86E+00	564.79E+00	307.809224	591.53E+00	267.56632	267.258576	266.725486	306.73655	64.775E+00	306.061308	838.68E+00	775.35E+00	940.96E+00		0.8048E+00	279.432402	-22.72E+00	268.559353	267.91696	268.38985	272.878322	276.573946	234.36E+00	274.965599	307.03686	2.521572	2.513066	2.593011	306.910028		281.528986	1.8742E+03	3.212917	3.090268	3.193202	281.74572	0.4774E+00	268.177396	267.457773	267.798464	70.223E+00	665.107966817	609.789909696	570.46705569	190.150361385	292.134945263		578.152937166	674.649260265	0.549876173555		8.47797840601							307.901067923	306.000864315	269.188738006	264.215334893	7.95624810679	-1.0359956847		18.3206684401	4.34401810679	671.698678763	610.298443086	570.299992725	189.781104248	293.792496577		578.2220966	677.33301952	0.551360439876		8.22501564422							308.486547876	306.676820155	269.039341092	263.527870921	8.4894410787	-0.775998845125		19.008132412	4.8619790787	676.387570568	609.841546357	569.416704534	187.834346922	292.302535086		579.359149923	678.887744984	0.568899520647		8.23940393473							307.960330579	306.160117849	268.250646346	263.601573635	9.11528236535	-0.749910151231		18.9344296987	4.31538636535	9.111432	8.650664	9.958133	282.536003333	273.295927	9.24007633333				
619			36.01E+00	61.58E+00	32.23E+00	147.90E+00	265.320936	340.194027	340.705453	365.24E-03	274.695978	-25.30E+00	303.16639	10.602546	10.799207	10.604759	631.73E-03		-36.567E+00	266.231711	266.398142	266.807909	307.836834	308.016518		40.51E+00	339.523045	337.487589	334.132124	272.5393	272.394186	272.246655	234.26E+00	276.149811	281.807141	280.369277	278.399172	283.945208	265.332711		338.663605	0.9224E+00	4.7432E+00	4.7093E+00	266.026616	130.07E+00	306.136685	234.01E+00	284.205089	272.324944			0.9041E+00	3.1744E+03	4.1120E+00	-27.130E+00	85.573E+00	4.5215E+00	1.1114E+03	281.089995	961.03E+00	279.049206	279.020073	282.710432	275.218919	280.54465	275.929063	264.82358	264.356372	264.383174	274.190237	277.638433	273.756409	1.1020E+03	277.030856	2.5553E+03	0.8459E+00	0.7603E+00	0.8089E+00	272.705508	272.011844		272.049618	70.389E+00		11.09693	11.318448	11.134371	264.301934	263.713139	263.742675	282.112833	281.448705	280.897684	282.000364	277.911103	307.437328	276.610078	284.108068	77.366E+00	280.945797	234.31E+00	233.71E+00	234.01E+00	234.11E+00	299.80E-03	715.83E+00	565.04E+00	307.798361	592.77E+00	267.553304	267.230747	266.728181	306.826628	64.779E+00	306.128785	837.85E+00	777.38E+00	940.07E+00		0.8050E+00	279.432496	-22.72E+00	268.539119	267.930595	268.358188	272.890777	276.575062	234.29E+00	274.953269	307.03213	2.521	2.517577	2.586278	306.892499		281.400645	1.8736E+03	3.211521	3.091489	3.18621	281.737997	0.4759E+00	268.152481	267.451701	267.784287	70.230E+00	665.244183509	609.70919175	570.455248104	190.124252137	291.873291211		577.975969227	674.708429734	0.550126127898		8.46357811202							307.808512604	306.06841401	269.178176634	264.157884021	7.89173397893	-0.963715990276		18.0740256456	4.38123497893	671.602316968	610.371778376	570.240582143	189.649871064	294.03284739		578.1944772	677.276887416	0.551104137931		8.23710096033							308.571322732	306.766995617	268.986230293	263.566974548	8.44486945152	-0.670332382812		18.6649351182	4.79121345152	676.397489583	609.822230804	569.427292485	187.85762774	292.239826524		579.342455502	678.870596549	0.568856811207		8.23852679302							307.938157501	306.07632315	268.260088688	263.596621591	9.10888640915	-0.816175850367		18.6352880758	4.33397340915	8.765051	8.509868	9.509111	282.231909667	273.303899667	8.92801				
620			36.05E+00	61.37E+00	32.30E+00	147.31E+00	265.305614	340.214323	340.724679	365.06E-03	274.70204	-25.21E+00	303.124063	10.646571	10.802595	10.618449	629.18E-03		-36.434E+00	266.205924	266.390612	266.782331	307.847828	307.988083		40.56E+00	339.526599	337.505869	334.10602	272.559577	272.432965	272.404778	234.30E+00	276.163513	281.820893	280.378477	278.405885	283.951743	265.341789		338.659423	0.9222E+00	4.7393E+00	4.7036E+00	266.014425	129.30E+00	306.185536	234.04E+00	284.263559	272.316028			0.9048E+00	3.1722E+03	4.1100E+00	-27.154E+00	85.547E+00	4.5176E+00	1.1106E+03	281.334548	960.74E+00	279.052811	279.022152	282.705875	275.229285	280.545393	275.935813	264.823106	264.349053	264.401871	274.196531	277.649396	273.763609	1.1008E+03	277.02945	2.5519E+03	0.8452E+00	0.7598E+00	0.8085E+00	272.691759	271.994991		272.041668	70.583E+00		11.125829	11.285049	11.111156	264.342131	263.794412	263.761785	282.079974	281.350579	280.849537	282.002036	277.922824	307.428999	276.613224	284.109181	77.400E+00	280.95285	234.34E+00	233.75E+00	234.03E+00	234.13E+00	299.75E-03	715.72E+00	565.37E+00	307.785794	593.54E+00	267.523347	267.2281	266.71968	306.838575	64.771E+00	306.285754	836.37E+00	776.77E+00	938.71E+00		0.8045E+00	279.440384	-22.74E+00	268.510461	267.927951	268.367456	272.881397	276.575093	234.34E+00	274.969878	307.030976	2.523216	2.527001	2.591005	306.902571		281.700941	1.8746E+03	3.20673	3.088819	3.166144	281.746555	0.4792E+00	268.137144	267.453923	267.787482	70.232E+00	665.101937935	609.796479277	570.41469965	190.03460317	292.156258317		577.943201036	674.616372289	0.549423092388		8.4761493249							307.908605418	306.225549633	269.141910559	264.198226735	7.84344126452	-0.805426367173		18.2347892645	4.31223426452	671.738826299	610.272828387	570.069611274	189.272447272	293.708625464		578.12766049	677.414729112	0.555202460323		8.26909060251							308.456958175	306.7789555	268.833439613	263.648544564	8.34644643626	-0.650043499825		18.7844714363	4.71891143626	676.471245272	609.752192471	569.404135983	187.806712868	292.01263309		579.310406784	678.976286116	0.570927481385		8.24752555543							307.857806777	306.125225902	268.239438067	263.615803053	9.07595594732	-0.777345097634		18.8172129473	4.31214794732	9.01852	8.819544	9.561519	282.433016	273.299821667	9.13319433333				
621			36.16E+00	61.40E+00	32.29E+00	147.52E+00	265.284797	340.19589	340.704159	364.91E-03	274.705424	-25.21E+00	303.202269	10.599876	10.775697	10.610664	629.72E-03		-36.438E+00	266.189051	266.395065	266.767037	307.836681	308.006733		40.53E+00	339.508833	337.506389	334.105053	272.464043	272.409071	272.247538	234.38E+00	276.166197	281.822028	280.38714	278.411897	283.950202	265.349185		338.661759	0.9222E+00	4.7339E+00	4.7101E+00	266.004479	129.52E+00	306.157764	234.13E+00	284.327172	272.319411			0.9047E+00	3.1738E+03	4.1113E+00	-27.157E+00	85.539E+00	4.5184E+00	1.1096E+03	281.159082	961.41E+00	279.06142	279.034178	282.718276	275.213692	280.541385	275.922405	264.806771	264.334352	264.373664	274.182589	277.653155	273.749075	1.1028E+03	277.038353	2.5525E+03	0.8454E+00	0.7601E+00	0.8074E+00	272.65767	271.948754		272.107519	70.609E+00		11.118384	11.316806	11.123798	264.27117	263.740104	263.77046	282.037211	281.35865	280.986349	282.010746	277.923491	307.42961	276.623333	284.113295	77.390E+00	280.958655	234.39E+00	233.85E+00	234.14E+00	234.25E+00	299.66E-03	716.63E+00	567.27E+00	307.796027	592.65E+00	267.509147	267.224996	266.686279	306.743653	64.769E+00	306.119251	838.25E+00	776.22E+00	938.03E+00		0.8042E+00	279.444715	-22.75E+00	268.479176	267.867622	268.363872	272.873436	276.577279	234.41E+00	274.969828	307.021712	2.524222	2.520702	2.582664	306.898693		281.577515	1.8766E+03	3.204688	3.093463	3.167758	281.741389	0.4787E+00	268.115178	267.408395	267.788517	70.232E+00	665.12253073	609.774016643	570.397405272	189.996372922	292.0833957		578.087941955	674.642727584	0.548064034802		8.44881957499							307.882836097	306.058870105	269.126443964	264.127013172	7.98050582817	-0.962841894624		18.2275764948	4.35216282817	671.646555313	610.366921504	570.083389186	189.302849454	294.01691896		578.07604982	677.28548217	0.552005101484		8.24890876297							308.565705523	306.68393424	268.845749666	263.594041439	8.35471256066	-0.745675759609		18.7605482273	4.76983056066	676.397988386	609.790353143	569.444404418	187.89525631	292.136383814		579.249184526	678.89771904	0.570188744301		8.25076657024							307.901576683	306.097421886	268.275349719	263.624507877	9.0331621228	-0.801271114212		18.7300817895	4.2431141228	8.839671	8.704079	9.621748	282.354589667	273.299423667	9.055166				
622			36.13E+00	61.27E+00	32.31E+00	146.63E+00	265.28993	340.223513	340.708828	364.97E-03	274.688449	-25.20E+00	303.18343	10.591914	10.810586	10.601798	625.97E-03		-36.425E+00	266.201739	266.354487	266.757075	307.846122	307.998027		40.48E+00	339.513357	337.511296	334.096364	272.570658	272.375748	272.214733	234.33E+00	276.160295	281.825374	280.378634	278.418911	283.958498	265.298007		338.689937	0.9223E+00	4.7260E+00	4.7005E+00	265.989619	128.58E+00	306.126116	234.09E+00	284.411121	272.329615			0.9048E+00	3.1689E+03	4.1099E+00	-27.131E+00	85.537E+00	4.5121E+00	1.1075E+03	280.814906	961.06E+00	279.05624	279.030412	282.719504	275.23082	280.554272	275.920788	264.800929	264.337829	264.362394	274.193011	277.655178	273.748222	1.1003E+03	277.026718	2.5491E+03	0.8452E+00	0.7606E+00	0.8077E+00	272.626289	271.984312		272.156776	70.472E+00		11.13592	11.298842	11.128426	264.27951	263.742141	263.762167	282.014122	281.392171	281.027265	281.997282	277.928299	307.446085	276.619594	284.116641	77.394E+00	280.951108	234.34E+00	233.84E+00	234.08E+00	234.25E+00	299.64E-03	714.30E+00	566.69E+00	307.785658	591.99E+00	267.501291	267.191059	266.703148	306.866744	64.762E+00	306.090814	836.92E+00	776.20E+00	936.01E+00		0.8044E+00	279.437904	-22.73E+00	268.503023	267.902212	268.326844	272.858801	276.57878	234.36E+00	274.969137	307.026081	2.52326	2.520938	2.583643	306.900368		281.779944	1.8730E+03	3.221933	3.097204	3.163019	281.768959	0.4806E+00	268.114626	267.424511	267.761184	70.215E+00	665.051102895	609.826898174	570.543234052	190.31884966	292.254977232		578.166551449	674.65105563	0.547684602314		8.44877317055							307.943514822	306.030400407	269.256884967	264.135378125	8.02139787463	-0.995680593302		18.1999455413	4.36764487463	671.709662259	610.31373299	570.042921766	189.213560989	293.842580343		578.134617137	677.394665248	0.553405663475		8.24982069932							308.504215618	306.807154343	268.809594914	263.596084794	8.38822720562	-0.638930657392		18.7392388723	4.73075920562	676.394222089	609.804310804	569.476814616	187.966534723	292.181668769		579.200505512	678.894430131	0.569891367142		8.24852196955							307.917591667	306.065740449	268.304256304	263.61618382	9.01010518018	-0.834627550989		18.7191398468	4.28602818018	8.485291	8.921143	9.722672	282.335323667	273.292288333	9.04303533333				
623			36.16E+00	61.34E+00	32.37E+00	146.43E+00	265.285446	340.240637	340.687019	364.72E-03	274.690163	-25.15E+00	303.118795	10.581352	10.789347	10.621802	625.05E-03		-36.336E+00	266.205317	266.37872	266.758878	307.834335	308.005284		40.52E+00	339.502759	337.527024	334.10048	272.524977	272.463354	272.187818	234.37E+00	276.15593	281.819246	280.371853	278.400727	283.946821	265.327427		338.68194	0.9224E+00	4.7336E+00	4.7064E+00	265.985566	128.49E+00	306.197496	234.12E+00	284.389955	272.330565			0.9052E+00	3.1742E+03	4.1173E+00	-27.122E+00	85.493E+00	4.5191E+00	1.1095E+03	280.928856	962.94E+00	279.059621	279.013363	282.710631	275.230625	280.546005	275.934992	264.813509	264.347857	264.359616	274.19932	277.652961	273.75949	1.1018E+03	277.024755	2.5522E+03	0.8447E+00	0.7602E+00	0.8074E+00	272.610074	271.973586		272.128318	70.234E+00		11.087169	11.280864	11.104163	264.339698	263.780048	263.761073	281.999001	281.343538	280.93862	281.999442	277.920923	307.416869	276.61116	284.106381	77.387E+00	280.956438	234.38E+00	233.88E+00	234.11E+00	234.27E+00	299.57E-03	715.83E+00	568.16E+00	307.791334	593.92E+00	267.505752	267.200884	266.692648	306.791846	64.760E+00	306.053064	837.62E+00	777.46E+00	937.12E+00		0.8040E+00	279.434523	-22.72E+00	268.490483	267.893195	268.344913	272.869225	276.57619	234.40E+00	274.961952	307.015246	2.523133	2.525334	2.590718	306.884142		281.398947	1.8779E+03	3.221473	3.08814	3.174494	281.853701	0.4796E+00	268.119326	267.422059	267.760536	70.210E+00	665.207724804	609.679651343	570.539350766	190.310259059	291.777630909		578.089757946	674.774856965	0.551698070006		8.47524890253							307.774665422	305.992611774	269.253410726	264.195778468	7.93253953153	-1.02263422608		18.0434741982	4.29470453153	671.795440184	610.260406017	570.140841977	189.429648681	293.667965167		578.098646948	677.481818892	0.555586758155		8.26502649061							308.442611883	306.732174786	268.897086857	263.634127728	8.33945827214	-0.684694213961		18.6051249388	4.71078527214	676.441382502	609.731062599	569.398245068	187.79376135	291.944148875		579.173848633	678.917246502	0.570822863243		8.25053256368							307.833580804	306.137196888	268.234184853	263.615084778	8.99498922238	-0.746945112197		18.624167889	4.27811022238	8.598291	8.529722	9.699792	282.239252667	273.296651	8.94260166667				
624			36.20E+00	61.24E+00	32.37E+00	146.42E+00	265.286586	340.227834	340.682642	364.65E-03	274.677841	-25.12E+00	303.162778	10.602747	10.785866	10.59751	624.97E-03		-36.276E+00	266.199866	266.361478	266.75054	307.847286	308.000758		40.49E+00	339.503882	337.530026	334.116489	272.50656	272.380181	272.256554	234.34E+00	276.153961	281.814555	280.377063	278.394711	283.950104	265.316015		338.692453	0.9223E+00	4.7261E+00	4.7033E+00	265.978681	128.36E+00	306.110804	234.12E+00	284.535893	272.326806			0.9054E+00	3.1712E+03	4.1154E+00	-27.132E+00	85.464E+00	4.5149E+00	1.1076E+03	280.739873	962.53E+00	279.049183	279.01406	282.707541	275.220097	280.544627	275.918961	264.773809	264.342334	264.357083	274.192381	277.650171	273.760292	1.1011E+03	277.028535	2.5496E+03	0.8446E+00	0.7605E+00	0.8070E+00	272.610668	271.982455		272.153791	70.447E+00		11.121713	11.291884	11.13887	264.248755	263.74405	263.755272	282.005396	281.388405	281.055036	282.005407	277.91667	307.422998	276.603922	284.103536	77.383E+00	280.946929	234.35E+00	233.89E+00	234.10E+00	234.28E+00	299.65E-03	714.95E+00	568.42E+00	307.787388	592.94E+00	267.496111	267.185861	266.694954	306.779558	64.767E+00	306.129505	837.37E+00	776.76E+00	935.49E+00		0.8040E+00	279.424711	-22.73E+00	268.475853	267.887224	268.318496	272.863374	276.583665	234.37E+00	274.955266	307.022951	2.52246	2.521159	2.580032	306.880623		281.522862	1.8763E+03	3.200985	3.093876	3.167778	281.797758	0.4811E+00	268.094862	267.411701	267.750882	70.220E+00	665.136309172	609.784062814	570.366025036	189.927014283	292.115978972		578.176363498	674.697285869	0.547795247809		8.43888536146							307.894360172	306.069132418	269.098382176	264.104515796	8.04927520363	-0.953818581723		18.161693537	4.37133720363	671.769357562	610.293105449	570.083559888	189.303226136	293.775015993		578.13060263	677.423566498	0.553899802901		8.25109487172							308.480381042	306.719876453	268.845902184	263.597998181	8.38445681856	-0.703121547265		18.6682111519	4.72049781856	676.344553912	609.835784939	569.447983686	187.903127437	292.283828104		579.177581974	678.810176732	0.568749078069		8.24580055413							307.953716209	306.050411502	268.27854193	263.60926022	9.00140777979	-0.830211497628		18.6569491131	4.27796377979	8.413067	8.659488	9.858052	282.266209333	273.289340333	8.976869				
625			36.13E+00	61.16E+00	32.28E+00	146.27E+00	265.276772	340.256972	340.669681	364.65E-03	274.671615	-25.18E+00	303.118416	10.606657	10.760989	10.621025	624.11E-03		-36.390E+00	266.187386	266.35193	266.746102	307.851497	307.988615		40.59E+00	339.484765	337.541323	334.106353	272.417715	272.457069	272.272232	234.51E+00	276.172091	281.841095	280.388513	278.403443	283.947792	265.298134		338.697547	0.9223E+00	4.7357E+00	4.7074E+00	265.992545	128.12E+00	306.194725	234.23E+00	284.587949	272.306571			0.9050E+00	3.1738E+03	4.1058E+00	-27.140E+00	85.527E+00	4.5163E+00	1.1106E+03	280.903208	960.49E+00	279.058602	279.026738	282.71326	275.225271	280.541189	275.929166	264.791381	264.313748	264.323485	274.184077	277.65503	273.755066	1.1027E+03	277.04232	2.5520E+03	0.8454E+00	0.7594E+00	0.8076E+00	272.60035	272.018946		272.166818	70.553E+00		11.116998	11.306194	11.103671	264.300328	263.768145	263.788998	281.961352	281.400801	281.01649	282.010393	277.928868	307.423968	276.617002	284.111358	77.400E+00	280.956941	234.51E+00	233.93E+00	234.25E+00	234.36E+00	299.41E-03	717.43E+00	566.38E+00	307.766979	593.16E+00	267.483437	267.18802	266.673822	306.691683	64.758E+00	306.143461	837.40E+00	775.73E+00	938.90E+00		0.8041E+00	279.435566	-22.74E+00	268.465839	267.873194	268.333047	272.853978	276.583072	234.55E+00	274.973797	307.021228	2.526373	2.523953	2.586089	306.887656		281.309075	1.8770E+03	3.202894	3.095018	3.182702	281.777529	0.4824E+00	268.09825	267.402528	267.749389	70.215E+00	665.12945515	609.769833006	570.382205372	189.962775627	292.069828478		578.173358909	674.721525659	0.549322263423		8.45739719763							307.878037465	306.083105616	269.112851129	264.156270162	8.01054783846	-0.938122383528		18.1104738385	4.30956883846	671.750978672	610.335512781	570.210742986	189.583974821	293.913947649		578.180260741	677.443857667	0.554135388879		8.25732462658							308.529389108	306.631908727	268.95955866	263.622180429	8.39676557109	-0.792059272886		18.6445635711	4.71086657109	676.405176459	609.729575419	569.457879239	187.924889422	291.939329769		579.144369076	678.882378867	0.571256882418		8.26079137697							307.831875973	306.134423043	268.287367561	263.64311399	8.95723600989	-0.753232956571		18.6236300099	4.23008000989	8.596637	8.455097	9.916334	282.266744	273.277388	8.989356				
626			36.15E+00	61.20E+00	32.24E+00	145.96E+00	265.282247	340.249377	340.68923	364.55E-03	274.676442	-25.15E+00	303.27168	10.623233	10.833196	10.622678	622.81E-03		-36.330E+00	266.197975	266.334984	266.762158	307.871634	308.012778		40.54E+00	339.476823	337.554425	334.092285	272.621647	272.443803	272.314463	234.47E+00	276.171483	281.826331	280.366764	278.408088	283.960394	265.281396		338.699248	0.9223E+00	4.7289E+00	4.7063E+00	265.98348	127.90E+00	306.200617	234.22E+00	284.144023	272.295672			0.9052E+00	3.1711E+03	4.1030E+00	-27.145E+00	85.491E+00	4.5128E+00	1.1088E+03	281.063857	959.80E+00	279.061619	279.029945	282.711713	275.235044	280.559159	275.927885	264.814354	264.333331	264.304716	274.202304	277.650806	273.769372	1.1025E+03	277.030702	2.5507E+03	0.8458E+00	0.7600E+00	0.8074E+00	272.55077	271.930991		272.066332	70.329E+00		11.141422	11.320336	11.139342	264.276245	263.780988	263.767128	281.933643	281.300003	280.940087	282.009366	277.93022	307.474725	276.628613	284.121127	77.388E+00	280.951355	234.48E+00	233.92E+00	234.25E+00	234.36E+00	299.50E-03	716.52E+00	566.23E+00	307.790836	591.51E+00	267.508864	267.165011	266.680144	306.946372	64.766E+00	306.202599	837.88E+00	774.98E+00	937.88E+00		0.8044E+00	279.438296	-22.74E+00	268.475527	267.887043	268.26244	272.851575	276.585387	234.51E+00	274.965058	307.038136	2.523835	2.525443	2.58326	306.906814		281.119603	1.8743E+03	3.214661	3.086621	3.156912	281.774323	0.4818E+00	268.115382	267.400564	267.70791	70.224E+00	665.02585575	609.843470596	570.48180202	190.182971238	292.308783422		578.016407084	674.654651693	0.547673552371		8.45029427181							307.962539809	306.142305118	269.201928468	264.132105831	7.93422616903	-0.895830881832		17.977055169	4.34342116903	671.736866979	610.377361892	569.990714713	189.09839886	294.051160728		578.026876464	677.387589501	0.553756076778		8.26375460191							308.577780818	306.886865416	268.762957841	263.635070558	8.29592044241	-0.587859583981		18.4740904424	4.62736944241	676.286615485	609.837206574	569.385063408	187.764782189	292.288443883		579.07161269	678.82262742	0.56926517679		8.25196352814							307.955348263	306.140323993	268.222430442	263.621159424	8.92961057585	-0.766490006611		18.4880015758	4.26588357585	8.768185	8.268028	9.467581	282.109161	273.274563	8.834598				
627			36.24E+00	61.05E+00	32.36E+00	145.40E+00	265.262702	340.254415	340.665653	364.55E-03	274.685922	-25.10E+00	303.128159	10.592259	10.778106	10.618158	620.79E-03		-36.245E+00	266.15455	266.343633	266.741744	307.864969	307.995811		40.56E+00	339.473926	337.545101	334.091418	272.469317	272.451427	272.220459	234.34E+00	276.16734	281.808724	280.372702	278.419	283.956856	265.288842		338.72129	0.9225E+00	4.7292E+00	4.7076E+00	265.951804	127.24E+00	306.184501	234.10E+00	284.25155	272.309746			0.9056E+00	3.1717E+03	4.1111E+00	-27.102E+00	85.442E+00	4.5159E+00	1.1083E+03	281.312977	961.33E+00	279.055882	279.016121	282.721166	275.223249	280.544416	275.916349	264.761795	264.307899	264.344175	274.185422	277.643935	273.759548	1.1021E+03	277.025371	2.5488E+03	0.8447E+00	0.7597E+00	0.8066E+00	272.524948	271.933666		272.060879	70.379E+00		11.118576	11.291786	11.119953	264.246165	263.74293	263.690719	281.98423	281.340737	280.964714	281.998632	277.928467	307.432846	276.62136	284.113114	77.373E+00	280.952777	234.35E+00	233.84E+00	234.11E+00	234.22E+00	299.59E-03	716.70E+00	568.29E+00	307.773939	593.11E+00	267.472983	267.162442	266.659225	306.752163	64.762E+00	306.092044	837.25E+00	775.37E+00	936.19E+00		0.8036E+00	279.449897	-22.71E+00	268.467327	267.86982	268.294152	272.846595	276.576024	234.38E+00	274.972672	307.021585	2.514981	2.521029	2.579728	306.883073		281.02789	1.8781E+03	3.202183	3.08776	3.175789	281.753651	0.4840E+00	268.081485	267.377726	267.724081	70.204E+00	665.093466693	609.774596148	570.376179799	189.949457698	292.085275074		578.021770624	674.766604389	0.548623306304		8.44139642937							307.883500811	306.031634319	269.107462797	264.101916512	7.95896248838	-0.989950680904		18.0955558217	4.36541048838	671.801232265	610.292814816	570.151878247	189.454010446	293.774064232		578.049448929	677.479574035	0.554448076583		8.25234142905							308.480045273	306.692450878	268.906949336	263.596872671	8.33679332938	-0.740395121991		18.6005996627	4.69727932938	676.335994675	609.778751954	569.394947874	187.786512457	292.098753227		579.064390143	678.828026736	0.568086686544		8.22726507033							307.888267829	306.124186846	268.231244623	263.544475736	8.98047226416	-0.758886154322		18.6529965975	4.32534426416	9.003231	8.181295	9.565628	282.197472333	273.280754333	8.916718				
